Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400063515""","=""9781400063512""",3,3.96,Random House ,Hardcover,480,2007,2007,,2011/12/28,,,read,,,,1,0
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,"=""0553380966""","=""9780553380965""",3,4.16,Spectra,Paperback,499,2000,1995,,2011/12/28,,,read,,,,1,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",4,4.27,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,,2011/12/28,,,read,,,,1,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",3,4.17,Roc,Paperback,297,2000,1968,,2011/12/28,,,read,,,,1,0
5470,1984,George Orwell,"Orwell, George",,"=""""","=""""",5,4.20,New American Library,Mass Market Paperback,328,1950,1949,,2011/12/28,,,read,,,,1,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",5,4.17,Bantam,Hardcover,244,2004,1951,,2011/12/28,,,read,,,,1,0
11289,"The Rise of Endymion (Hyperion Cantos, #4)",Dan Simmons,"Simmons, Dan",,"=""0553572989""","=""9780553572988""",4,4.17,Spectra,Mass Market Paperback,709,1998,1997,,2011/12/28,,,read,,,,1,0
6687247,Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis — and Themselves,Andrew Ross Sorkin,"Sorkin, Andrew Ross",,"=""0670021253""","=""9780670021253""",3,4.15,Viking,Hardcover,600,2009,2009,,2011/12/28,,,read,,,,1,0
29581,"Foundation and Empire (Foundation, #2)",Isaac Asimov,"Asimov, Isaac",,"=""0553803727""","=""9780553803723""",5,4.22,Spectra,Hardcover,256,2004,1952,,2011/12/28,,,read,,,,1,0
10669,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,"Lowenstein, Roger",,"=""0375758259""","=""9780375758256""",4,4.20,Random House Trade Paperbacks,Paperback,264,2001,2000,,2011/12/28,,,read,,,,1,0
234225,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""0340839937""","=""9780340839935""",5,4.28,Hodder,Paperback,604,2006,1965,,2011/12/28,,,read,,,,1,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",5,4.31,Tor,Mass Market Paperback,324,2004,1985,,2011/12/28,,,read,,,,1,0
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,"Allen, David",,"=""0142000280""","=""9780142000281""",4,4.01,Penguin Books,Paperback,267,2002,2001,,2011/12/28,,,read,,,,1,0
6732019,Rework,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""0307463745""","=""9780307463746""",0,3.98,Crown Currency,Hardcover,279,2010,2010,,2011/12/28,to-read,to-read (#1),to-read,,,,0,0
1171,Liar's Poker: Rising Through the Wreckage on Wall Street,Michael   Lewis,"Lewis, Michael",,"=""0140143459""","=""9780140143454""",3,4.15,Penguin Books,Paperback,256,1990,1989,,2011/12/28,,,read,,,,1,0
313605,Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher,"Fisher, Roger","William Ury, Bruce Patton","=""0140157352""","=""9780140157352""",2,3.94,Penguin Group,Paperback,200,1992,1981,,2011/12/28,,,read,,,,1,0
407999,Competitive Strategy: Techniques for Analyzing Industries and Competitors,Michael E. Porter,"Porter, Michael E.",,"=""0684841487""","=""9780684841489""",3,4.17,Free Press,Hardcover,397,1998,1980,,2011/12/28,,,read,,,,1,0
98233,Founders at Work: Stories of Startups' Early Days,Jessica Livingston,"Livingston, Jessica",,"=""1590597141""","=""9781590597149""",3,4.02,Apress,Hardcover,456,2007,2001,,2011/12/28,,,read,,,,1,0
61329,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,Geoffrey A. Moore,"Moore, Geoffrey A.",Regis McKenna,"=""0060517123""","=""9780060517120""",2,4.02,HarperBusiness,Paperback,211,2006,2006,,2011/12/28,,,read,,,,1,0
5559,Jack: Straight from the Gut,Jack Welch,"Welch, Jack","John A. Byrne, Mike Barnicle","=""5559608475""","=""9785559608471""",3,3.82,Warner Books,Hardcover,496,2005,2001,,2011/12/28,,,read,,,,1,0
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,"Christensen, Clayton M.",,"=""0060521996""","=""9780060521998""",5,4.05,Collins,Paperback,320,2003,1997,,2011/12/28,,,read,,,,1,0
145565,The Essays of Warren Buffett : Lessons for Corporate America,Warren Buffett,"Buffett, Warren",Lawrence A. Cunningham,"=""0966446119""","=""9780966446111""",5,4.33,The Cunningham Group,Paperback,256,2001,1998,,2011/12/28,,,read,,,,1,0
4122,"Built to Last: Successful Habits of Visionary Companies (Good to Great, 2)",Jim Collins,"Collins, Jim",Jerry I. Porras,"=""0060566108""","=""9780060566104""",2,4.06,Harper Business,Hardcover,368,2004,1994,,2011/12/28,,,read,,,,1,0
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""0884271781""","=""9780884271789""",3,4.08,North River Press,Paperback,384,2004,1984,,2011/12/28,,,read,,,,1,0
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett","=""0060555661""","=""9780060555665""",5,4.24,Harper Business,Paperback,623,2006,1949,,2011/12/28,,,read,,,,1,0
1215358,The Age of Turbulence,Alan Greenspan,"Greenspan, Alan",,"=""0713999829""","=""9780713999822""",2,3.65,Penguin,Hardcover,575,2007,2007,,2011/12/28,,,read,,,,1,0
7815744,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,Dan Ariely,"Ariely, Dan",,"=""0061995037""","=""9780061995033""",4,4.03,Harper,Hardcover,334,2010,2010,,2011/12/28,,,read,,,,1,0
6516450,What the Dog Saw and Other Adventures,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316078573""","=""9780316078573""",5,3.85,"Little, Brown and Company",Hardcover,444,2009,2009,,2011/12/28,,,read,,,,1,0
48016,The Essential Drucker,Peter F. Drucker,"Drucker, Peter F.",,"=""006093574X""","=""9780060935740""",5,4.09,HarperPB,Paperback,358,2003,2000,,2011/12/28,,,read,,,,1,0
50937,"First, Break All the Rules: What the World's Greatest Managers Do Differently",Marcus Buckingham,"Buckingham, Marcus",Curt Coffman,"=""0684852861""","=""9780684852867""",3,3.94,Gallup Press,Hardcover,271,1999,1998,,2011/12/28,,,read,,,,1,0
56627,Stumbling on Happiness,Daniel Todd Gilbert,"Gilbert, Daniel Todd",,"=""1400077427""","=""9781400077427""",0,3.82,Vintage,Paperback,263,2007,2006,,2011/12/28,to-read,to-read (#2),to-read,,,,0,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Barry Fox, Irina Henegar","=""0316010669""","=""9780316010665""",4,3.96,Back Bay Books,Paperback,296,2007,2005,,2011/12/28,,,read,,,,1,0
76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,Jim Collins,"Collins, Jim",Jim Collins,"=""0066620996""","=""9780066620992""",4,4.12,Harper Business,Hardcover,300,2001,2001,,2011/12/28,,,read,,,,1,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",4,4.01,William Morrow,Hardcover,268,2006,2005,,2011/12/28,,,read,,,,1,0
